Time (s)	1.000000e+04	dt_sampled - EXTRA_TIME	3.750000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
75	1.440000e+05	9.375607e+01	6.897425e+00	6.304041e-01	-5.238896e-04	2.314091e-01	2.010901e-01	1.631299e-01	-4.632144e-04	-1.602084e-02	4.361598e-03
77	1.440000e+05	9.625478e+01	6.918257e+00	6.250154e-01	4.767018e-04	2.300777e-01	2.010966e-01	1.635436e-01	-6.688261e-04	-1.588327e-02	4.409842e-03
79	1.440000e+05	9.875185e+01	6.938458e+00	6.176232e-01	-4.410935e-04	2.291290e-01	2.012534e-01	1.638846e-01	-1.015756e-03	-1.565969e-02	4.476854e-03
81	1.440000e+05	1.012481e+02	6.957769e+00	6.103979e-01	4.018620e-04	2.280667e-01	2.026042e-01	1.638300e-01	-1.457048e-03	-1.550444e-02	4.526295e-03
83	1.440000e+05	1.037451e+02	6.977020e+00	6.035738e-01	-3.647920e-04	2.267771e-01	2.044173e-01	1.633850e-01	-1.873031e-03	-1.527296e-02	4.573175e-03
85	1.440000e+05	1.062434e+02	6.996931e+00	5.968821e-01	3.353125e-04	2.251427e-01	2.065249e-01	1.627780e-01	-2.147334e-03	-1.510324e-02	4.596385e-03
87	1.440000e+05	1.087403e+02	7.017481e+00	5.904990e-01	-3.078335e-04	2.226177e-01	2.087541e-01	1.620267e-01	-2.283865e-03	-1.488242e-02	4.627347e-03
89	1.440000e+05	1.112446e+02	7.039607e+00	5.834029e-01	2.811667e-04	2.197197e-01	2.098729e-01	1.611553e-01	-2.238766e-03	-1.468462e-02	4.618358e-03
91	1.440000e+05	1.137413e+02	7.062260e+00	5.750750e-01	-2.511489e-04	2.172889e-01	2.095603e-01	1.598518e-01	-2.259741e-03	-1.443839e-02	4.614623e-03
93	1.440000e+05	1.162395e+02	7.083789e+00	5.664474e-01	2.371155e-04	2.159125e-01	2.085399e-01	1.584478e-01	-2.519767e-03	-1.423560e-02	4.581958e-03
95	1.440000e+05	1.187372e+02	7.104083e+00	5.569637e-01	-2.076818e-04	2.144767e-01	2.078390e-01	1.568735e-01	-2.791975e-03	-1.399186e-02	4.537735e-03
97	1.440000e+05	1.212618e+02	7.124442e+00	5.467557e-01	1.855270e-04	2.124443e-01	2.069575e-01	1.554944e-01	-3.016003e-03	-1.378548e-02	4.482957e-03
99	1.440000e+05	1.237618e+02	7.144335e+00	5.359170e-01	-1.676693e-04	2.104795e-01	2.059959e-01	1.543412e-01	-3.098997e-03	-1.355323e-02	4.421108e-03
101	1.440000e+05	1.262551e+02	7.163054e+00	5.255479e-01	1.547021e-04	2.090064e-01	2.040577e-01	1.532659e-01	-2.870910e-03	-1.333688e-02	4.362777e-03
103	1.440000e+05	1.287570e+02	7.181064e+00	5.159631e-01	-1.388320e-04	2.073412e-01	2.022491e-01	1.522326e-01	-2.461594e-03	-1.311691e-02	4.293783e-03
105	1.440000e+05	1.312533e+02	7.199170e+00	5.074180e-01	1.194438e-04	2.063906e-01	2.004504e-01	1.511393e-01	-2.224052e-03	-1.289887e-02	4.225373e-03
107	1.440000e+05	1.337573e+02	7.216872e+00	4.995237e-01	-1.072701e-04	2.061214e-01	1.977668e-01	1.499868e-01	-2.327482e-03	-1.269522e-02	4.162474e-03
