"velocity"
"Time Step" "vx etc.."
("TimeStep" "vx(point-04-000625)" "vx(point-04-080000)" "vx(point-14-080000)" "vy(point-04-000625)" "vy(point-04-080000)" "vy(point-14-080000)" "vz(point-04-000625)" "vz(point-04-080000)" "vz(point-14-080000)" "flow-time")
69362 0.4577447 2.068238 2.184958 0.169678 1.048028 0.2421316 -0.0002066949 -0.2519225 -0.3123176 8670.25
69363 0.4550894 2.068812 2.157211 0.1685874 1.082217 0.2454035 -0.002737083 -0.2487617 -0.3111444 8670.375
69364 0.452324 2.068213 2.127142 0.167398 1.113282 0.2476849 -0.005296954 -0.243509 -0.3143038 8670.5
69365 0.4494891 2.067263 2.094726 0.1661336 1.140628 0.2487565 -0.007851185 -0.2372624 -0.3220772 8670.625
69366 0.4466015 2.066579 2.06019 0.1648128 1.162548 0.2485941 -0.0103951 -0.2295 -0.3341624 8670.75
69367 0.4436547 2.06651 2.024325 0.1634469 1.180421 0.2473543 -0.01292778 -0.2204686 -0.3501312 8670.875
69368 0.4406593 2.067014 1.988113 0.1620581 1.195457 0.2452687 -0.01543014 -0.2103101 -0.3708615 8671
69369 0.4376338 2.06823 1.952228 0.1606666 1.207714 0.2426 -0.01788211 -0.1990975 -0.3956043 8671.125
69370 0.4345982 2.070134 1.91661 0.1592784 1.217247 0.2399787 -0.02028626 -0.1873225 -0.4236837 8671.25
69371 0.431562 2.072193 1.881422 0.1579049 1.224499 0.2379821 -0.02262668 -0.1746778 -0.4545347 8671.375
69372 0.4285346 2.073918 1.846933 0.1565543 1.230265 0.237517 -0.02487952 -0.1610709 -0.4872486 8671.5
69373 0.4255288 2.074711 1.81329 0.1552311 1.235075 0.2390903 -0.02701785 -0.1463525 -0.5208469 8671.625
69374 0.4225193 2.073776 1.780728 0.1539325 1.239673 0.2432977 -0.02900577 -0.1304761 -0.5542902 8671.75
69375 0.4194921 2.070968 1.749568 0.1526531 1.244573 0.2506366 -0.03081768 -0.1132987 -0.586957 8671.875
69376 0.4164933 2.066516 1.71967 0.1513844 1.250068 0.2614433 -0.03249284 -0.09436091 -0.6177849 8672
69377 0.4135808 2.060818 1.690258 0.1501201 1.256545 0.2759589 -0.03401313 -0.0736504 -0.6448928 8672.125
69378 0.4107626 2.053823 1.663359 0.1488577 1.264302 0.2944362 -0.0353559 -0.05143394 -0.6678894 8672.25
69379 0.4080366 2.045476 1.639896 0.147593 1.273046 0.3170114 -0.0365232 -0.02801544 -0.6875542 8672.375
69380 0.4053846 2.036096 1.620709 0.1463284 1.282448 0.3437846 -0.03752168 -0.003850337 -0.7053518 8672.5
69381 0.4027925 2.02593 1.60458 0.145068 1.292255 0.3751542 -0.03835884 0.0206005 -0.7211177 8672.625
69382 0.4002499 2.015745 1.592191 0.1438195 1.30195 0.4110651 -0.03904501 0.04754003 -0.7336226 8672.75
69383 0.3977483 2.006326 1.583266 0.1425927 1.311026 0.4514616 -0.03953583 0.07444324 -0.7421957 8672.875
69384 0.3952812 1.998501 1.577266 0.1413868 1.318925 0.4959863 -0.03978907 0.09916148 -0.745762 8673
69385 0.3928458 1.992624 1.574738 0.1402106 1.325355 0.5440777 -0.03980571 0.1186545 -0.7434872 8673.125
69386 0.3904355 1.98903 1.575832 0.1390662 1.330122 0.5955967 -0.03963371 0.1294907 -0.737148 8673.25
69387 0.3880537 1.987842 1.580626 0.1379406 1.333457 0.6493281 -0.03936576 0.1354617 -0.7267022 8673.375
69388 0.3857059 1.989 1.587998 0.1368313 1.334614 0.704128 -0.03904961 0.13893 -0.7133102 8673.5
69389 0.3833885 1.992209 1.597695 0.1357425 1.33293 0.7589841 -0.03869364 0.1412484 -0.6973529 8673.625
69390 0.3811025 1.997437 1.611251 0.1346899 1.328629 0.813044 -0.03830276 0.1430854 -0.6790695 8673.75
69391 0.3788478 2.00469 1.626934 0.1336905 1.322384 0.8657459 -0.03787926 0.1441083 -0.6595776 8673.875
69392 0.376615 2.013896 1.642801 0.1327458 1.314827 0.9159696 -0.03742088 0.1443829 -0.6401858 8674
69393 0.3743975 2.024833 1.658253 0.1318362 1.306411 0.9631195 -0.03691561 0.1440412 -0.6209631 8674.125
69394 0.3721901 2.037229 1.673311 0.1309597 1.297523 1.006718 -0.03636598 0.1427304 -0.6021765 8674.25
69395 0.3699968 2.050797 1.687086 0.1301546 1.288607 1.046533 -0.03577261 0.1400377 -0.5840425 8674.375
69396 0.3678134 2.065557 1.69976 0.129447 1.279939 1.082307 -0.03514089 0.1361523 -0.5676436 8674.5
69397 0.3656285 2.081561 1.711004 0.1288546 1.272196 1.113994 -0.0344771 0.13124 -0.5530792 8674.625
69398 0.3634175 2.097768 1.720374 0.1283758 1.265821 1.141728 -0.03378811 0.125027 -0.5398354 8674.75
69399 0.3611794 2.11322 1.727455 0.1279868 1.261113 1.165388 -0.03307917 0.1174222 -0.5271329 8674.875
69400 0.3589323 2.127182 1.731793 0.1276663 1.258 1.184896 -0.03236287 0.1088043 -0.514048 8675
69401 0.3566936 2.139513 1.734549 0.1274056 1.256773 1.200242 -0.0316458 0.09984139 -0.5002919 8675.125
69402 0.3544672 2.149617 1.736678 0.1271924 1.257921 1.211527 -0.03093256 0.09083778 -0.485525 8675.25
69403 0.3522537 2.157449 1.73797 0.1270282 1.26161 1.219026 -0.03022585 0.08187637 -0.4695695 8675.375
69404 0.3500589 2.163584 1.738731 0.1269165 1.267312 1.223032 -0.02952943 0.0731626 -0.4521011 8675.5
69405 0.3478784 2.167772 1.739473 0.1268605 1.275225 1.223476 -0.02884731 0.06494832 -0.4329232 8675.625
69406 0.345706 2.168144 1.740638 0.1268646 1.28538 1.220543 -0.02818538 0.05766112 -0.4120609 8675.75
69407 0.3435327 2.165698 1.74257 0.1269505 1.29576 1.214698 -0.02754479 0.05147478 -0.3895446 8675.875
69408 0.3413513 2.16185 1.745944 0.1271263 1.301406 1.206253 -0.02692287 0.04659109 -0.3661541 8676
69409 0.3391665 2.157555 1.75099 0.1273956 1.303467 1.195414 -0.02631984 0.04291184 -0.3426217 8676.125
69410 0.3369798 2.153069 1.757542 0.1277495 1.304384 1.182946 -0.02573717 0.04048563 -0.3191078 8676.25
69411 0.334795 2.148557 1.765764 0.12818 1.30427 1.16946 -0.02517582 0.03918948 -0.2964483 8676.375
69412 0.3326162 2.143815 1.776004 0.1286859 1.303129 1.155567 -0.02463637 0.03882194 -0.2758529 8676.5
69413 0.3304699 2.139095 1.78875 0.1292711 1.301031 1.141851 -0.02411754 0.03943259 -0.2578063 8676.625
69414 0.3283646 2.133385 1.804343 0.1299334 1.297906 1.129035 -0.02362763 0.04095657 -0.2430826 8676.75
69415 0.326295 2.128036 1.822776 0.1306715 1.293875 1.117649 -0.0231643 0.04288542 -0.2300899 8676.875
69416 0.324251 2.123697 1.843951 0.1314834 1.288213 1.108122 -0.02271736 0.04484436 -0.2182667 8677
69417 0.3222168 2.120885 1.867436 0.1323671 1.28157 1.100857 -0.0222798 0.04656743 -0.2078135 8677.125
69418 0.3201819 2.119602 1.893011 0.1333258 1.274571 1.096278 -0.02184587 0.04800963 -0.1982069 8677.25
69419 0.3181401 2.1202 1.920301 0.1343615 1.267321 1.093996 -0.02141394 0.04910465 -0.1885761 8677.375
69420 0.3160879 2.122253 1.948583 0.1354709 1.259968 1.093707 -0.02098425 0.04982241 -0.17744 8677.5
69421 0.3140199 2.125527 1.976904 0.1366514 1.25269 1.094683 -0.02056473 0.05007186 -0.1636504 8677.625
69422 0.3119338 2.129935 2.004403 0.1379005 1.245392 1.097356 -0.02016416 0.04994119 -0.1483072 8677.75
69423 0.3098306 2.135953 2.030293 0.1392168 1.238001 1.103883 -0.01978515 0.04955203 -0.1313988 8677.875
69424 0.3077191 2.143665 2.055717 0.1406047 1.230749 1.111054 -0.01942811 0.04888713 -0.1126593 8678
69425 0.3056017 2.15315 2.075145 0.1420697 1.224349 1.117022 -0.01908978 0.04794732 -0.09180994 8678.125
69426 0.3034776 2.164121 2.089854 0.1436183 1.219731 1.121072 -0.01876247 0.04708359 -0.06818619 8678.25
69427 0.3013447 2.176448 2.101873 0.1452542 1.215716 1.118329 -0.01843983 0.0470124 -0.04067846 8678.375
69428 0.2992022 2.189797 2.111597 0.1469792 1.211873 1.109267 -0.01811841 0.04693646 -0.008733732 8678.5
69429 0.2970437 2.203599 2.119438 0.1487943 1.2081 1.095986 -0.01779723 0.04930943 0.02812741 8678.625
69430 0.29487 2.217544 2.125287 0.1507175 1.204625 1.079547 -0.01747215 0.05493825 0.06969095 8678.75
69431 0.2926907 2.231313 2.129724 0.1527522 1.202072 1.059998 -0.01713051 0.06414496 0.1149356 8678.875
69432 0.2905051 2.244439 2.133388 0.1548869 1.2009 1.036981 -0.01676513 0.07651147 0.1631991 8679
69433 0.2883065 2.256404 2.135297 0.1571146 1.201382 1.009305 -0.01637403 0.0909794 0.2138425 8679.125
69434 0.2860849 2.266675 2.135134 0.1594261 1.203148 0.9809242 -0.01595691 0.1076595 0.2659568 8679.25
69435 0.2838335 2.276061 2.13256 0.1618115 1.20596 0.956375 -0.01550772 0.1264816 0.3211849 8679.375
69436 0.2815486 2.284317 2.128707 0.1642643 1.209656 0.937175 -0.01502091 0.1472036 0.3756048 8679.5
69437 0.2792355 2.291189 2.122875 0.166797 1.213943 0.9250206 -0.014497 0.1694014 0.4221848 8679.625
69438 0.2768965 2.296615 2.115077 0.1694179 1.218649 0.9224924 -0.01393734 0.1923537 0.4535579 8679.75
69439 0.2745297 2.300424 2.105357 0.172134 1.223752 0.9258358 -0.01334417 0.2150986 0.468042 8679.875
69440 0.2721356 2.302375 2.094227 0.174947 1.228869 0.9341522 -0.01271794 0.2370384 0.473642 8680
69441 0.2697107 2.302583 2.081479 0.1778491 1.233966 0.9482555 -0.01205945 0.2573755 0.4752107 8680.125
69442 0.267252 2.300943 2.066759 0.1808383 1.239192 0.9691406 -0.01137245 0.2752244 0.4746971 8680.25
69443 0.2647591 2.297595 2.049941 0.1839122 1.244924 0.9968136 -0.01065803 0.2898763 0.4728715 8680.375
69444 0.2622324 2.292279 2.031521 0.1870676 1.252009 1.031015 -0.009916876 0.3008092 0.4701628 8680.5
69445 0.2596692 2.284751 2.011631 0.1902973 1.260731 1.071519 -0.009146111 0.3067123 0.4663363 8680.625
69446 0.2570661 2.274177 1.98974 0.193596 1.271483 1.117337 -0.008340253 0.3090044 0.4612102 8680.75
69447 0.2544284 2.261493 1.965919 0.1969611 1.285323 1.167694 -0.007495407 0.3083141 0.4545113 8680.875
69448 0.2517649 2.246451 1.940463 0.2003909 1.301353 1.221831 -0.006607872 0.3060521 0.4459053 8681
69449 0.2490839 2.228708 1.913691 0.2038826 1.319333 1.278919 -0.005677541 0.3029724 0.4351416 8681.125
69450 0.2463876 2.207972 1.885746 0.2074265 1.338967 1.337995 -0.004713074 0.2997506 0.4220258 8681.25
69451 0.2436634 2.18462 1.857054 0.211012 1.359798 1.397738 -0.003719399 0.2972756 0.4065914 8681.375
69452 0.2409065 2.158801 1.828054 0.214642 1.381534 1.456877 -0.002698008 0.2963771 0.3890356 8681.5
69453 0.2381193 2.130929 1.798807 0.2183241 1.403569 1.514553 -0.001650499 0.2975351 0.3699203 8681.625
69454 0.235301 2.10135 1.769656 0.2220746 1.426427 1.569789 -0.0005723083 0.3012239 0.3492598 8681.75
69455 0.2324551 2.07058 1.740714 0.225898 1.448543 1.621822 0.0005377334 0.3071152 0.328069 8681.875
69456 0.2295855 2.038872 1.711968 0.2297943 1.468168 1.670426 0.00168281 0.315302 0.3063108 8682
69457 0.2266927 2.006259 1.683449 0.2337621 1.484462 1.71546 0.002903963 0.3256129 0.2835423 8682.125
69458 0.2237774 1.973117 1.655334 0.2377975 1.497139 1.756849 0.004194093 0.337703 0.2597022 8682.25
69459 0.2208405 1.939888 1.627117 0.2419069 1.506947 1.794937 0.00553438 0.3513745 0.234766 8682.375
69460 0.2178825 1.906881 1.598281 0.2460827 1.514464 1.829645 0.006909255 0.366219 0.2087229 8682.5
69461 0.2149172 1.874409 1.568762 0.2503144 1.520614 1.860922 0.008310485 0.3815603 0.1823475 8682.625
69462 0.211955 1.842439 1.538639 0.2545961 1.527665 1.888598 0.009760201 0.3978064 0.1568247 8682.75
69463 0.2089883 1.811134 1.508257 0.2589149 1.534547 1.912776 0.01126299 0.414417 0.1328345 8682.875
69464 0.2060148 1.780758 1.478057 0.2632653 1.541325 1.933877 0.01279026 0.428833 0.1104782 8683
69465 0.2030315 1.751539 1.448684 0.2676524 1.548004 1.95109 0.01430624 0.4403786 0.08973935 8683.125
69466 0.2000375 1.723548 1.421577 0.2720796 1.553799 1.963555 0.01578503 0.4494561 0.06858388 8683.25
69467 0.1970406 1.696876 1.396776 0.2765442 1.558906 1.973581 0.0172111 0.4564142 0.04740154 8683.375
69468 0.1940465 1.671685 1.37496 0.2810486 1.563928 1.981166 0.01856799 0.4617389 0.02682087 8683.5
69469 0.1910553 1.648022 1.35679 0.2856004 1.569142 1.985754 0.01985629 0.4658261 0.009646066 8683.625
69470 0.1880551 1.625841 1.342833 0.2901993 1.574435 1.987155 0.02107995 0.4689956 -0.00230317 8683.75
69471 0.1850328 1.605098 1.332523 0.2948356 1.579208 1.98535 0.02224611 0.471288 -0.009304016 8683.875
69472 0.1819796 1.585279 1.324723 0.2994951 1.583058 1.98118 0.02335962 0.4730254 -0.01207775 8684
69473 0.1788903 1.566397 1.318641 0.304168 1.586118 1.974936 0.02441623 0.4744863 -0.01152657 8684.125
69474 0.1757755 1.54926 1.313357 0.3088507 1.588309 1.966975 0.0254143 0.4757183 -0.008805078 8684.25
69475 0.1726412 1.534147 1.307744 0.3135346 1.589201 1.957693 0.02635382 0.4770117 -0.004698414 8684.375
69476 0.1694897 1.521402 1.301387 0.3182084 1.588626 1.947668 0.02723655 0.4786504 0.0003393221 8684.5
69477 0.1663214 1.510863 1.293836 0.3228579 1.586594 1.937505 0.02806288 0.4804716 0.007598336 8684.625
69478 0.1631383 1.502504 1.285036 0.3274727 1.582779 1.927825 0.0288296 0.482138 0.01668861 8684.75
69479 0.1599426 1.496699 1.274696 0.3320438 1.576695 1.918933 0.02954135 0.4834719 0.02685731 8684.875
69480 0.1567398 1.492695 1.262564 0.3365665 1.568516 1.910718 0.03020046 0.4844419 0.03706995 8685
69481 0.1535428 1.491326 1.248749 0.3410464 1.55877 1.902843 0.03079907 0.4870659 0.04697172 8685.125
69482 0.1503628 1.492678 1.233479 0.3454849 1.547479 1.895182 0.03129484 0.4903922 0.05663741 8685.25
69483 0.1472034 1.496499 1.217279 0.3498768 1.534752 1.88759 0.03167649 0.4937263 0.06638514 8685.375
69484 0.1440761 1.503689 1.200467 0.3542242 1.520923 1.879812 0.0319489 0.4968682 0.07646081 8685.5
69485 0.1409881 1.513637 1.183199 0.3585549 1.506364 1.872811 0.0321301 0.499396 0.08678526 8685.625
69486 0.1379343 1.524943 1.165521 0.362933 1.491555 1.866734 0.03222688 0.5009639 0.09801636 8685.75
69487 0.1348797 1.537032 1.147462 0.3673631 1.476005 1.860259 0.03224897 0.5011317 0.1076411 8685.875
69488 0.1317995 1.549809 1.128959 0.3718326 1.459464 1.852936 0.03220798 0.498686 0.1156501 8686
69489 0.1286146 1.563235 1.11005 0.376311 1.443134 1.844991 0.03211761 0.4940109 0.1231641 8686.125
69490 0.1253194 1.577298 1.091151 0.3807311 1.428091 1.836748 0.03198752 0.4883103 0.1309821 8686.25
69491 0.12196 1.591926 1.073015 0.3850285 1.415064 1.828 0.0318161 0.4822592 0.1397507 8686.375
69492 0.1186148 1.606902 1.056578 0.3891888 1.40437 1.818772 0.0316051 0.4758268 0.1495549 8686.5
69493 0.1153686 1.622081 1.041552 0.3932101 1.395575 1.809313 0.03136252 0.4687338 0.1607518 8686.625
69494 0.1122507 1.637368 1.02822 0.3970916 1.388055 1.800304 0.03109897 0.4610997 0.1735925 8686.75
69495 0.1092709 1.652663 1.01628 0.40083 1.381412 1.79203 0.03083122 0.4530628 0.1878634 8686.875
69496 0.1064414 1.667836 1.005633 0.4044227 1.375282 1.784492 0.03056858 0.4446322 0.2027391 8687
69497 0.103772 1.682811 0.9970477 0.4078628 1.3694 1.776333 0.03031492 0.4357791 0.2179551 8687.125
69498 0.10126 1.697612 0.9903989 0.4111424 1.363382 1.767018 0.03006775 0.426479 0.2332833 8687.25
69499 0.09889261 1.712304 0.9858968 0.4142504 1.356663 1.757003 0.02982342 0.4167277 0.248454 8687.375
69500 0.0966638 1.727386 0.9838821 0.4171942 1.348818 1.746547 0.02957472 0.4065905 0.2633103 8687.5
69501 0.09457748 1.742968 0.9834397 0.4200069 1.339765 1.735958 0.02931446 0.3961054 0.278131 8687.625
69502 0.09264375 1.759026 0.9846382 0.4227006 1.329426 1.725336 0.02903706 0.3851911 0.2926389 8687.75
69503 0.09082243 1.775752 0.9883356 0.4252771 1.317454 1.714582 0.02873745 0.3737818 0.305869 8687.875
69504 0.08910052 1.793 0.9943661 0.4277335 1.303509 1.703679 0.02841394 0.3616772 0.3181232 8688
69505 0.08748173 1.81059 1.002709 0.4300665 1.286869 1.692525 0.0280653 0.3488404 0.329566 8688.125
69506 0.0859703 1.828544 1.013592 0.4322754 1.267611 1.681052 0.0276884 0.3353421 0.3402805 8688.25
69507 0.08460892 1.847167 1.025986 0.4343569 1.246267 1.669321 0.02727729 0.3210721 0.3498703 8688.375
69508 0.0834684 1.866549 1.03951 0.4363129 1.223406 1.657571 0.02682916 0.3057984 0.3578515 8688.5
69509 0.08254717 1.886613 1.053854 0.4381547 1.19813 1.645337 0.02634869 0.2893416 0.364035 8688.625
69510 0.08176018 1.906712 1.068688 0.4399018 1.168513 1.633064 0.0258354 0.2714617 0.3686736 8688.75
69511 0.08106901 1.926607 1.083759 0.4415046 1.142028 1.621062 0.02529233 0.2521662 0.3719023 8688.875
69512 0.08047629 1.945604 1.098739 0.4429274 1.11843 1.609438 0.02472619 0.2316312 0.3737272 8689
69513 0.07998436 1.963499 1.113481 0.4441628 1.097529 1.59818 0.02413327 0.2103536 0.374333 8689.125
69514 0.07957169 1.98363 1.127818 0.4451986 1.08372 1.587248 0.02347212 0.1885847 0.3737663 8689.25
69515 0.07923934 2.004356 1.141261 0.4460467 1.074359 1.576766 0.02276429 0.1671399 0.3721503 8689.375
69516 0.07897936 2.023979 1.15299 0.446742 1.068342 1.567306 0.02201633 0.146415 0.3697842 8689.5
69517 0.0787777 2.041626 1.162901 0.4473593 1.0654 1.559336 0.0212369 0.1264357 0.3670515 8689.625
69518 0.07864773 2.056798 1.170777 0.4479355 1.066879 1.551651 0.02042648 0.1077813 0.364228 8689.75
69519 0.0785862 2.069544 1.176699 0.448474 1.074326 1.544236 0.01959375 0.0895704 0.3614829 8689.875
69520 0.07859327 2.080124 1.18061 0.4489799 1.085185 1.537238 0.01876235 0.0705184 0.3591681 8690
69521 0.07867264 2.087762 1.182636 0.4494586 1.09864 1.530962 0.01794473 0.05321593 0.3577524 8690.125
69522 0.07883342 2.091969 1.182828 0.4499148 1.115165 1.525573 0.01715259 0.0390493 0.3575918 8690.25
69523 0.07907941 2.09245 1.181367 0.450354 1.135066 1.521572 0.0163902 0.02826049 0.3590216 8690.375
69524 0.07941159 2.089273 1.177956 0.4507873 1.15838 1.519473 0.015657 0.01997533 0.3623273 8690.5
69525 0.07982551 2.082473 1.172265 0.4512225 1.185256 1.519297 0.0149507 0.01361751 0.3677827 8690.625
69526 0.08031625 2.072289 1.164692 0.4516618 1.215781 1.520954 0.01426458 0.01065932 0.3752243 8690.75
69527 0.08088133 2.05908 1.154922 0.4520993 1.249537 1.524083 0.01358752 0.01192181 0.3857278 8690.875
69528 0.08151922 2.043545 1.142714 0.4525302 1.285957 1.528359 0.01292168 0.01537805 0.3994002 8691
69529 0.08223491 2.025039 1.128068 0.4529416 1.324268 1.533471 0.01227002 0.02006912 0.4146929 8691.125
69530 0.08303312 2.004273 1.111519 0.4533244 1.363941 1.539201 0.01163045 0.02539415 0.4301023 8691.25
69531 0.08390861 1.980769 1.093332 0.4536574 1.404312 1.545713 0.01099953 0.03131113 0.4445129 8691.375
69532 0.08484703 1.957828 1.073837 0.4539405 1.44419 1.553185 0.01038474 0.03829581 0.4573593 8691.5
69533 0.08583128 1.936677 1.052569 0.4541917 1.482495 1.560895 0.0097873 0.0465451 0.4666235 8691.625
69534 0.08685178 1.916856 1.029841 0.4544322 1.519807 1.568509 0.009201968 0.05592855 0.4711351 8691.75
69535 0.08790264 1.898968 1.007062 0.4546776 1.555564 1.575962 0.008631412 0.06622651 0.4727958 8691.875
69536 0.0889839 1.883321 0.9848222 0.4549386 1.588276 1.583192 0.008106132 0.07722629 0.4732426 8692
69537 0.09010045 1.870441 0.9632677 0.4552245 1.617639 1.590067 0.007690509 0.0887629 0.4730924 8692.125
69538 0.09125534 1.860444 0.9424167 0.4555442 1.643508 1.596385 0.007438972 0.1007216 0.472562 8692.25
69539 0.09244884 1.853283 0.9224885 0.4559011 1.666259 1.602051 0.007283958 0.1129095 0.4716834 8692.375
69540 0.0936767 1.848584 0.903722 0.4562871 1.68531 1.60692 0.007201334 0.125465 0.4705275 8692.5
69541 0.09492154 1.845972 0.8881872 0.4566948 1.700665 1.610861 0.007173754 0.1383442 0.4690208 8692.625
69542 0.09617756 1.845111 0.8762645 0.4571191 1.712546 1.613973 0.007192635 0.1513913 0.4671506 8692.75
69543 0.09745508 1.845579 0.8660685 0.4575678 1.721505 1.616529 0.007259707 0.1642259 0.4648779 8692.875
69544 0.09876273 1.847198 0.8571558 0.458041 1.728121 1.618558 0.007380454 0.1762815 0.4622191 8693
69545 0.100098 1.849747 0.8493929 0.4585285 1.732597 1.619918 0.007549018 0.1874339 0.4590854 8693.125
69546 0.101453 1.852786 0.8429025 0.4590269 1.735122 1.620383 0.007766294 0.1976094 0.4556536 8693.25
69547 0.1028272 1.85608 0.838143 0.4595467 1.735974 1.620021 0.008032634 0.207571 0.4519035 8693.375
69548 0.1042172 1.859489 0.8351887 0.4600928 1.735562 1.619192 0.008349649 0.2177159 0.4477299 8693.5
69549 0.105624 1.863466 0.8340954 0.460665 1.734307 1.61805 0.008726359 0.2270774 0.4429286 8693.625
69550 0.1070451 1.868219 0.8347775 0.4612616 1.732638 1.61644 0.009172983 0.2350839 0.4374766 8693.75
69551 0.1084676 1.873687 0.8369757 0.4618673 1.730938 1.614231 0.009708496 0.2413544 0.4314164 8693.875
69552 0.1098889 1.879727 0.8402934 0.4624788 1.729375 1.611307 0.01034091 0.2461336 0.4248277 8694
69553 0.111308 1.886499 0.844631 0.4631124 1.727965 1.607762 0.01107498 0.2497472 0.4177553 8694.125
69554 0.112732 1.894027 0.8499239 0.4637869 1.726815 1.603894 0.01191286 0.2511513 0.410264 8694.25
69555 0.1141743 1.902081 0.8558822 0.4645292 1.726118 1.599869 0.01291765 0.2510696 0.4025463 8694.375
69556 0.1156464 1.91082 0.8622501 0.4653725 1.726184 1.595847 0.01413461 0.2497593 0.394547 8694.5
69557 0.117197 1.920328 0.8687137 0.4663108 1.729058 1.591826 0.01554814 0.2471604 0.3863437 8694.625
69558 0.1188247 1.930975 0.8750498 0.4673377 1.735085 1.587834 0.01713199 0.242956 0.3781279 8694.75
69559 0.1205026 1.942731 0.8811336 0.468453 1.743135 1.583928 0.0188504 0.2370587 0.3700904 8694.875
69560 0.1222079 1.955517 0.8868433 0.4696496 1.751865 1.580114 0.02068381 0.2295316 0.3623431 8695
69561 0.1239218 1.969094 0.8920701 0.4709215 1.759628 1.5764 0.02263333 0.2205356 0.3548075 8695.125
69562 0.1256325 1.983031 0.8967615 0.4722621 1.765732 1.572758 0.02470304 0.2100171 0.3472139 8695.25
69563 0.1273358 1.997292 0.9009631 0.4736614 1.76991 1.569206 0.02689249 0.1981374 0.3394635 8695.375
69564 0.1290203 2.011895 0.9045591 0.4751323 1.772203 1.56575 0.02932783 0.1852239 0.3314981 8695.5
69565 0.1306764 2.026882 0.9075462 0.4767268 1.772818 1.56243 0.03218033 0.1714991 0.3234481 8695.625
69566 0.1322977 2.042306 0.9099771 0.47851 1.77191 1.559302 0.03537381 0.15708 0.3152896 8695.75
69567 0.1338786 2.058428 0.9119567 0.4804685 1.770271 1.556534 0.03871921 0.1422967 0.3069176 8695.875
69568 0.1354218 2.074833 0.9135866 0.4825331 1.768108 1.554224 0.04211567 0.1279531 0.2981284 8696
69569 0.1369323 2.091206 0.9149762 0.4846499 1.76573 1.552438 0.04552108 0.1142467 0.2886822 8696.125
69570 0.1383974 2.108966 0.9163144 0.4868007 1.760553 1.551269 0.04891187 0.1012817 0.2785249 8696.25
69571 0.1398119 2.128195 0.9177476 0.4889761 1.751608 1.550789 0.05227534 0.08925205 0.2675911 8696.375
69572 0.1411436 2.148446 0.9194083 0.4911567 1.739116 1.551087 0.05560298 0.07900085 0.2558226 8696.5
69573 0.1423721 2.169026 0.9213725 0.4933427 1.725337 1.552099 0.05887859 0.07077686 0.2431802 8696.625
69574 0.1435087 2.188972 0.9236873 0.4955394 1.711222 1.553754 0.06208711 0.06439354 0.2295868 8696.75
69575 0.1445837 2.207513 0.9264836 0.4977588 1.697178 1.555984 0.06523276 0.05961495 0.2150144 8696.875
69576 0.1456317 2.224381 0.929867 0.4999948 1.683633 1.558734 0.06830663 0.05703606 0.1994443 8697
69577 0.1466712 2.238866 0.9338903 0.502228 1.670748 1.561968 0.07129017 0.05519064 0.1828271 8697.125
69578 0.1477141 2.249578 0.9385857 0.5044053 1.656608 1.56555 0.0741683 0.05415161 0.165252 8697.25
69579 0.1487757 2.256332 0.9440542 0.5065041 1.641523 1.569478 0.07691328 0.05377642 0.1467296 8697.375
69580 0.1498822 2.260959 0.9504102 0.5085633 1.626083 1.573759 0.07903039 0.05368889 0.1272537 8697.5
69581 0.1510451 2.267492 0.9577733 0.5105968 1.61041 1.578324 0.08048589 0.05343393 0.1066401 8697.625
69582 0.1522583 2.274107 0.9661794 0.5125983 1.595775 1.583018 0.08159179 0.05265631 0.08513299 8697.75
69583 0.1535118 2.280599 0.9756157 0.5145701 1.583324 1.587646 0.08252045 0.05018223 0.06288958 8697.875
69584 0.1547936 2.28712 0.9861581 0.5165239 1.57262 1.592033 0.08333329 0.04328423 0.0390187 8698
69585 0.1561048 2.293497 0.9979273 0.5184744 1.5655 1.595981 0.08405319 0.03384436 0.01320825 8698.125
69586 0.1574559 2.299385 1.010957 0.520431 1.561962 1.59927 0.08468509 0.0228636 -0.01223772 8698.25
69587 0.1588505 2.304411 1.025103 0.522392 1.561155 1.601826 0.08522659 0.0109139 -0.03648017 8698.375
69588 0.160278 2.308355 1.040245 0.5243739 1.563879 1.603793 0.08567222 -0.002281227 -0.05931402 8698.5
69589 0.1617355 2.311526 1.056329 0.5264347 1.570883 1.605531 0.0860114 -0.01566438 -0.08113122 8698.625
69590 0.1632176 2.313211 1.073367 0.5283536 1.580464 1.607219 0.0862268 -0.02889261 -0.1007812 8698.75
69591 0.1647999 2.313298 1.091375 0.5301295 1.591891 1.608871 0.08629316 -0.0404256 -0.1171488 8698.875
69592 0.1665351 2.311916 1.110368 0.5318028 1.605007 1.610634 0.086184 -0.0485049 -0.1318569 8699
69593 0.1684035 2.30927 1.130115 0.5333989 1.617996 1.612882 0.08588867 -0.05269998 -0.1459907 8699.125
69594 0.170372 2.305931 1.150189 0.5349409 1.629923 1.615736 0.08541042 -0.05447643 -0.1598009 8699.25
69595 0.1724084 2.3017 1.170188 0.5364257 1.640417 1.619124 0.08476676 -0.05346547 -0.1731801 8699.375
69596 0.174491 2.296818 1.193211 0.5378516 1.649788 1.623243 0.08397547 -0.05067767 -0.185591 8699.5
69597 0.1766013 2.29156 1.217166 0.539254 1.65802 1.627669 0.08303335 -0.04654686 -0.1964682 8699.625
