Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
65	1.380607e+05	8.125045e+01	5.825686e+00	-6.874546e-03	5.983100e-03	7.598043e-01	5.578409e-01	5.394500e-01	-1.979345e-02	-9.527760e-02	-4.269845e-04
66	5.938870e+03	8.374987e+01	6.256544e+00	-5.842192e-02	-7.357814e-02	7.229480e-01	5.462888e-01	5.282310e-01	-6.234289e-02	-8.486288e-02	-1.344418e-02
67	1.380616e+05	8.374939e+01	5.857922e+00	-1.010307e-02	-5.943374e-04	7.568569e-01	5.539799e-01	5.341854e-01	-1.573733e-02	-9.210617e-02	-9.865181e-04
68	5.938869e+03	8.624988e+01	6.282711e+00	-5.823190e-02	-6.645808e-02	7.229054e-01	5.450887e-01	5.257160e-01	-5.689317e-02	-8.372349e-02	-1.369761e-02
69	1.380613e+05	8.624984e+01	5.884854e+00	-1.331929e-02	5.762264e-03	7.554661e-01	5.519391e-01	5.300390e-01	-1.088881e-02	-9.121825e-02	-1.326331e-03
70	5.938878e+03	8.874988e+01	6.305228e+00	-5.607554e-02	-7.039461e-02	7.237298e-01	5.451877e-01	5.268711e-01	-5.208109e-02	-8.191260e-02	-1.484002e-02
71	1.380615e+05	8.874944e+01	5.909530e+00	-1.763290e-02	6.782248e-04	7.557766e-01	5.513704e-01	5.301398e-01	-7.914603e-03	-9.046134e-02	-1.383682e-03
72	5.938868e+03	9.124990e+01	6.326075e+00	-5.268779e-02	-6.574082e-02	7.280405e-01	5.472981e-01	5.276161e-01	-5.374723e-02	-8.104168e-02	-1.501627e-02
73	1.380613e+05	9.124996e+01	5.932665e+00	-2.169910e-02	4.743316e-03	7.568227e-01	5.520437e-01	5.307254e-01	-7.443208e-03	-9.093230e-02	-1.394461e-03
74	5.938868e+03	9.374991e+01	6.347128e+00	-4.870610e-02	-6.933003e-02	7.356917e-01	5.507179e-01	5.288172e-01	-5.607611e-02	-8.094401e-02	-1.469334e-02
75	1.380611e+05	9.374995e+01	5.956663e+00	-2.510046e-02	1.433294e-03	7.591193e-01	5.537527e-01	5.322579e-01	-8.444773e-03	-9.253801e-02	-1.453806e-03
76	5.938868e+03	9.624992e+01	6.367924e+00	-4.362294e-02	-6.656588e-02	7.440267e-01	5.560355e-01	5.298687e-01	-5.786849e-02	-8.170703e-02	-1.402392e-02
77	1.380611e+05	9.624971e+01	5.980884e+00	-2.789730e-02	4.137577e-03	7.644534e-01	5.564409e-01	5.338042e-01	-9.106775e-03	-9.474295e-02	-1.307330e-03
78	5.938868e+03	9.874995e+01	6.389176e+00	-3.600710e-02	-6.796954e-02	7.533542e-01	5.582806e-01	5.314121e-01	-5.845742e-02	-8.313493e-02	-1.369326e-02
79	1.380611e+05	9.875003e+01	6.005064e+00	-3.033388e-02	1.866787e-03	7.702059e-01	5.589405e-01	5.362421e-01	-9.834575e-03	-9.721630e-02	-1.228710e-03
80	5.938876e+03	1.012499e+02	6.409749e+00	-2.888546e-02	-6.528968e-02	7.612302e-01	5.566826e-01	5.325477e-01	-5.797955e-02	-8.514404e-02	-1.329873e-02
81	1.380612e+05	1.012499e+02	6.029933e+00	-3.215856e-02	3.667144e-03	7.753545e-01	5.600709e-01	5.391244e-01	-1.032923e-02	-9.999157e-02	-1.091185e-03
82	5.938868e+03	1.037499e+02	6.428246e+00	-2.354476e-02	-6.585430e-02	7.675656e-01	5.554762e-01	5.344684e-01	-5.639127e-02	-8.809505e-02	-1.342253e-02
83	1.380612e+05	1.037502e+02	6.055127e+00	-3.277226e-02	2.128770e-03	7.810532e-01	5.601546e-01	5.422322e-01	-1.010058e-02	-1.035670e-01	-8.970558e-04
84	5.938868e+03	1.062499e+02	6.446822e+00	-1.692835e-02	-6.354499e-02	7.738307e-01	5.562910e-01	5.366457e-01	-5.274063e-02	-9.171136e-02	-1.283111e-02
85	1.380611e+05	1.062500e+02	6.081420e+00	-3.253083e-02	3.324089e-03	7.871612e-01	5.610465e-01	5.453038e-01	-8.317466e-03	-1.074384e-01	-4.794312e-04
86	5.938868e+03	1.087499e+02	6.466520e+00	-7.919324e-03	-6.309990e-02	7.820555e-01	5.568408e-01	5.391646e-01	-5.015492e-02	-9.654558e-02	-1.139795e-02
87	1.380612e+05	1.087498e+02	6.109991e+00	-3.084977e-02	2.217852e-03	7.929301e-01	5.616713e-01	5.486453e-01	-6.730664e-03	-1.119266e-01	6.119596e-05
88	5.938867e+03	1.112499e+02	6.487058e+00	3.674137e-03	-6.043552e-02	7.918149e-01	5.583561e-01	5.421785e-01	-4.788263e-02	-1.013308e-01	-1.011636e-02
89	1.380609e+05	1.112497e+02	6.140793e+00	-2.720401e-02	2.998716e-03	7.990493e-01	5.630031e-01	5.518087e-01	-5.312718e-03	-1.167539e-01	4.657835e-04
90	5.938868e+03	1.137499e+02	6.509726e+00	1.697118e-02	-5.891654e-02	8.033035e-01	5.611905e-01	5.445408e-01	-4.545473e-02	-1.066008e-01	-9.483771e-03
91	1.380609e+05	1.137497e+02	6.173652e+00	-2.340124e-02	2.204828e-03	8.068851e-01	5.640119e-01	5.546317e-01	-3.172087e-03	-1.220642e-01	8.109891e-04
92	5.938876e+03	1.162499e+02	6.531816e+00	3.047856e-02	-5.708788e-02	8.137289e-01	5.628259e-01	5.464060e-01	-4.288854e-02	-1.123970e-01	-8.575222e-03
93	1.380608e+05	1.162498e+02	6.208863e+00	-1.905489e-02	2.723780e-03	8.146106e-01	5.645102e-01	5.572788e-01	-5.440770e-04	-1.278035e-01	1.124129e-03
94	5.938869e+03	1.187499e+02	6.553359e+00	4.362588e-02	-5.550260e-02	8.248112e-01	5.623054e-01	5.489268e-01	-4.128600e-02	-1.186747e-01	-7.370092e-03
95	1.380609e+05	1.187498e+02	6.246072e+00	-1.473511e-02	2.150893e-03	8.217624e-01	5.650745e-01	5.599263e-01	1.249918e-03	-1.342312e-01	1.371891e-03
96	5.938871e+03	1.212499e+02	6.575824e+00	5.515895e-02	-5.200252e-02	8.377090e-01	5.620134e-01	5.512944e-01	-4.003796e-02	-1.253691e-01	-7.364369e-03
97	1.380610e+05	1.212507e+02	6.285132e+00	-1.049735e-02	2.418670e-03	8.285409e-01	5.662982e-01	5.623603e-01	2.631434e-03	-1.411574e-01	1.814088e-03
98	5.938872e+03	1.237498e+02	6.599627e+00	6.545044e-02	-4.859973e-02	8.477492e-01	5.624487e-01	5.540803e-01	-4.080622e-02	-1.330238e-01	-7.308919e-03
99	1.380610e+05	1.237505e+02	6.326015e+00	-6.484189e-03	1.935301e-03	8.341492e-01	5.681006e-01	5.647088e-01	2.551886e-03	-1.483082e-01	2.201026e-03
100	5.938871e+03	1.262499e+02	6.626060e+00	7.554439e-02	-4.381333e-02	8.563663e-01	5.647565e-01	5.571280e-01	-4.325240e-02	-1.413089e-01	-6.062023e-03
101	1.380609e+05	1.262500e+02	6.368616e+00	-2.358332e-03	2.026299e-03	8.394692e-01	5.710178e-01	5.668565e-01	5.740264e-04	-1.556191e-01	2.478310e-03
102	5.938877e+03	1.287499e+02	6.654953e+00	8.372997e-02	-3.953288e-02	8.641573e-01	5.666280e-01	5.601344e-01	-4.345381e-02	-1.489783e-01	-4.877319e-03
103	1.380610e+05	1.287502e+02	6.413380e+00	1.504741e-03	1.562761e-03	8.449519e-01	5.740027e-01	5.691919e-01	-2.801521e-03	-1.629675e-01	2.799533e-03
104	5.938870e+03	1.312499e+02	6.685565e+00	8.898860e-02	-3.548193e-02	8.688248e-01	5.690688e-01	5.625688e-01	-4.068628e-02	-1.556318e-01	-3.777517e-03
105	1.380615e+05	1.312491e+02	6.460828e+00	4.899848e-03	1.624221e-03	8.501597e-01	5.768709e-01	5.715854e-01	-4.328541e-03	-1.704392e-01	2.805803e-03
106	5.938870e+03	1.337499e+02	6.718760e+00	9.144883e-02	-3.168643e-02	8.734376e-01	5.709563e-01	5.648126e-01	-3.809476e-02	-1.610845e-01	-3.485845e-03
107	1.380616e+05	1.337493e+02	6.510468e+00	7.632423e-03	1.288423e-03	8.561666e-01	5.802831e-01	5.735713e-01	-4.169926e-03	-1.774967e-01	2.736563e-03
108	5.938869e+03	1.362499e+02	6.750966e+00	9.270120e-02	-2.743228e-02	8.786229e-01	5.704718e-01	5.666175e-01	-3.754343e-02	-1.664306e-01	-3.264777e-03
109	1.380612e+05	1.362499e+02	6.561499e+00	9.531694e-03	1.225851e-03	8.625644e-01	5.839809e-01	5.753454e-01	-3.500593e-03	-1.846480e-01	2.733828e-03
110	5.938871e+03	1.387499e+02	6.782440e+00	9.426380e-02	-2.372982e-02	8.835439e-01	5.679577e-01	5.667054e-01	-3.888618e-02	-1.715304e-01	-3.129058e-03
111	1.380611e+05	1.387500e+02	6.613078e+00	1.039894e-02	9.747029e-04	8.702017e-01	5.861831e-01	5.766603e-01	-3.442429e-03	-1.913633e-01	2.696394e-03
112	5.938870e+03	1.412499e+02	6.814952e+00	9.378374e-02	-2.066607e-02	8.890387e-01	5.650661e-01	5.657273e-01	-3.921622e-02	-1.763806e-01	-2.939201e-03
113	1.380611e+05	1.412511e+02	6.666049e+00	1.047000e-02	9.073142e-04	8.793111e-01	5.875473e-01	5.775104e-01	-2.818177e-03	-1.977127e-01	2.287040e-03
114	5.938871e+03	1.437498e+02	6.846801e+00	8.923095e-02	-1.827755e-02	8.936364e-01	5.623180e-01	5.631965e-01	-4.000377e-02	-1.799090e-01	-2.241259e-03
115	1.380610e+05	1.437503e+02	6.721136e+00	1.037966e-02	7.705801e-04	8.884938e-01	5.895866e-01	5.777313e-01	-1.673277e-03	-2.035018e-01	1.741535e-03
116	5.938871e+03	1.462499e+02	6.880068e+00	8.385457e-02	-1.561965e-02	9.000729e-01	5.628351e-01	5.608864e-01	-4.312197e-02	-1.827168e-01	-4.296568e-04
117	1.380610e+05	1.462506e+02	6.777944e+00	1.256403e-02	6.695625e-04	8.987911e-01	5.921923e-01	5.775238e-01	-1.898814e-03	-2.088802e-01	1.219041e-03
118	5.938872e+03	1.487498e+02	6.917311e+00	8.186764e-02	-1.254206e-02	9.071934e-01	5.662478e-01	5.583152e-01	-4.822693e-02	-1.840305e-01	1.048607e-03
119	1.380610e+05	1.487496e+02	6.834801e+00	1.603815e-02	5.346373e-04	9.088209e-01	5.958191e-01	5.770381e-01	-3.167700e-03	-2.135029e-01	6.336602e-04
120	5.938889e+03	1.512497e+02	6.956958e+00	7.860343e-02	-9.869535e-03	9.121859e-01	5.711461e-01	5.554906e-01	-5.257088e-02	-1.854728e-01	2.338871e-03
121	1.380611e+05	1.512503e+02	6.892829e+00	1.916072e-02	4.325704e-04	9.183536e-01	5.992678e-01	5.760066e-01	-5.184506e-03	-2.172058e-01	2.046921e-04
122	5.938873e+03	1.537498e+02	6.997688e+00	7.599536e-02	-6.328352e-03	9.163725e-01	5.757545e-01	5.532182e-01	-5.533646e-02	-1.852688e-01	3.361976e-03
123	1.380607e+05	1.537506e+02	6.952817e+00	2.217108e-02	2.556694e-04	9.274812e-01	6.020340e-01	5.748687e-01	-7.802029e-03	-2.200637e-01	4.134994e-05
124	5.938873e+03	1.562498e+02	7.039815e+00	7.708489e-02	-2.471356e-03	9.202216e-01	5.778602e-01	5.506238e-01	-5.676107e-02	-1.852284e-01	4.044787e-03
125	1.380610e+05	1.562498e+02	7.013960e+00	2.515681e-02	1.192952e-04	9.349853e-01	6.047893e-01	5.739641e-01	-1.097319e-02	-2.223153e-01	-1.938473e-04
126	5.938874e+03	1.587498e+02	7.084549e+00	7.789607e-02	7.349371e-04	9.250256e-01	5.772403e-01	5.479147e-01	-5.825501e-02	-1.860365e-01	4.990020e-03
127	1.380610e+05	1.587496e+02	7.075021e+00	2.693120e-02	-4.879228e-05	9.406328e-01	6.069981e-01	5.731753e-01	-1.239813e-02	-2.238277e-01	-3.969063e-04
128	5.938874e+03	1.612497e+02	7.130162e+00	7.920458e-02	3.703216e-03	9.311688e-01	5.751191e-01	5.451458e-01	-5.987843e-02	-1.871069e-01	5.862771e-03
129	1.380611e+05	1.612502e+02	7.135718e+00	2.894754e-02	-1.620332e-04	9.442657e-01	6.075204e-01	5.725705e-01	-1.130252e-02	-2.246812e-01	-4.718823e-04
130	5.938874e+03	1.637498e+02	7.179730e+00	7.989587e-02	6.206606e-03	9.371126e-01	5.746445e-01	5.420845e-01	-6.073675e-02	-1.877527e-01	5.922440e-03
131	1.380611e+05	1.637503e+02	7.196333e+00	3.149136e-02	-2.817080e-04	9.463891e-01	6.064823e-01	5.718467e-01	-9.416535e-03	-2.249800e-01	-6.384582e-04
132	5.938874e+03	1.662498e+02	7.229143e+00	7.864000e-02	7.945420e-03	9.383493e-01	5.755193e-01	5.399491e-01	-6.052944e-02	-1.875444e-01	4.620415e-03
133	1.380611e+05	1.662504e+02	7.258146e+00	3.406521e-02	-3.322532e-04	9.474929e-01	6.050091e-01	5.705773e-01	-7.286319e-03	-2.247111e-01	-6.750831e-04
