Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
110	5.938595e+03	1.387499e+02	5.906478e+00	3.674324e-04	5.835640e-02	8.283244e-01	6.416551e-01	6.237503e-01	8.750520e-02	-1.667988e-01	5.776918e-03
111	1.380609e+05	1.387506e+02	6.191973e+00	5.612974e-02	-2.615990e-03	8.356546e-01	6.188884e-01	6.122936e-01	5.131137e-03	-1.931958e-01	-3.024595e-04
112	5.938596e+03	1.412499e+02	5.970643e+00	-5.568872e-03	5.967640e-02	8.227994e-01	6.426553e-01	6.218340e-01	8.562692e-02	-1.677835e-01	4.672701e-03
113	1.380608e+05	1.412516e+02	6.256793e+00	5.386100e-02	-2.489053e-03	8.350850e-01	6.174213e-01	6.117315e-01	5.945762e-03	-1.962826e-01	-4.328599e-04
114	5.938596e+03	1.437499e+02	6.035904e+00	-1.159779e-02	6.031556e-02	8.217072e-01	6.410424e-01	6.191144e-01	8.079962e-02	-1.712844e-01	3.261397e-03
115	1.380608e+05	1.437505e+02	6.323991e+00	5.140051e-02	-2.657033e-03	8.361423e-01	6.158720e-01	6.110615e-01	6.438947e-03	-1.994576e-01	-3.322367e-04
116	5.938595e+03	1.462498e+02	6.103206e+00	-1.479639e-02	6.031894e-02	8.211301e-01	6.371533e-01	6.160291e-01	7.194700e-02	-1.759071e-01	1.904648e-03
117	1.380609e+05	1.462519e+02	6.391490e+00	4.845957e-02	-2.573000e-03	8.381503e-01	6.146058e-01	6.101644e-01	6.209242e-03	-2.027067e-01	-2.380110e-04
118	5.938595e+03	1.487499e+02	6.170516e+00	-1.663940e-02	6.028904e-02	8.216407e-01	6.321067e-01	6.128339e-01	6.401380e-02	-1.793390e-01	2.211923e-03
119	1.380609e+05	1.487505e+02	6.458893e+00	4.577399e-02	-2.630956e-03	8.405162e-01	6.128531e-01	6.091827e-01	5.546271e-03	-2.060689e-01	-3.141269e-04
120	5.938609e+03	1.512500e+02	6.235359e+00	-1.807941e-02	5.895786e-02	8.248345e-01	6.298915e-01	6.111686e-01	6.082246e-02	-1.816090e-01	3.593779e-03
121	1.380609e+05	1.512518e+02	6.526790e+00	4.285252e-02	-2.512260e-03	8.428590e-01	6.122988e-01	6.079984e-01	5.346866e-03	-2.092678e-01	-6.737317e-04
122	5.938595e+03	1.537500e+02	6.299726e+00	-2.145959e-02	5.864952e-02	8.268210e-01	6.302963e-01	6.107323e-01	5.855379e-02	-1.814840e-01	5.465026e-03
123	1.380609e+05	1.537509e+02	6.596871e+00	3.865737e-02	-2.555011e-03	8.456568e-01	6.127837e-01	6.072328e-01	4.957600e-03	-2.125701e-01	-1.062597e-03
124	5.938595e+03	1.562499e+02	6.367146e+00	-2.467024e-02	5.761444e-02	8.272358e-01	6.315481e-01	6.108100e-01	5.223575e-02	-1.813587e-01	6.961307e-03
125	1.380610e+05	1.562517e+02	6.669032e+00	3.398301e-02	-2.461100e-03	8.482489e-01	6.143880e-01	6.065530e-01	4.315308e-03	-2.158049e-01	-1.545240e-03
126	5.938595e+03	1.587499e+02	6.438046e+00	-2.557146e-02	5.732924e-02	8.245788e-01	6.324670e-01	6.099838e-01	4.722800e-02	-1.810427e-01	7.402704e-03
127	1.380610e+05	1.587510e+02	6.740917e+00	3.011852e-02	-2.481623e-03	8.496429e-01	6.162645e-01	6.060901e-01	4.391646e-03	-2.189418e-01	-1.928056e-03
128	5.938594e+03	1.612499e+02	6.511048e+00	-2.555126e-02	5.594482e-02	8.244240e-01	6.334028e-01	6.079916e-01	4.342970e-02	-1.813629e-01	7.643505e-03
129	1.380610e+05	1.612512e+02	6.812166e+00	2.682147e-02	-2.391810e-03	8.516970e-01	6.182128e-01	6.056960e-01	4.681450e-03	-2.215873e-01	-2.289536e-03
130	5.938594e+03	1.637500e+02	6.587681e+00	-2.268006e-02	5.337276e-02	8.265830e-01	6.322268e-01	6.043510e-01	4.337768e-02	-1.823830e-01	6.339654e-03
131	1.380610e+05	1.637513e+02	6.883174e+00	2.306443e-02	-2.326318e-03	8.539646e-01	6.194822e-01	6.054698e-01	5.208080e-03	-2.240137e-01	-2.553076e-03
132	5.938594e+03	1.662499e+02	6.662213e+00	-2.087727e-02	5.059355e-02	8.296934e-01	6.300996e-01	6.008926e-01	4.623125e-02	-1.834745e-01	3.857762e-03
133	1.380611e+05	1.662511e+02	6.954616e+00	2.032158e-02	-2.172180e-03	8.567873e-01	6.193274e-01	6.051647e-01	6.778196e-03	-2.255537e-01	-2.739498e-03
134	5.938594e+03	1.687499e+02	6.736253e+00	-2.036429e-02	4.899938e-02	8.346115e-01	6.270946e-01	5.979013e-01	4.914331e-02	-1.846703e-01	2.420569e-04
135	1.380611e+05	1.687513e+02	7.026852e+00	1.887479e-02	-2.105537e-03	8.614385e-01	6.192732e-01	6.046796e-01	8.465984e-03	-2.265524e-01	-3.083093e-03
136	5.938594e+03	1.712500e+02	6.810252e+00	-2.059235e-02	4.768695e-02	8.427584e-01	6.228960e-01	5.956823e-01	5.100086e-02	-1.864513e-01	-2.094716e-03
137	1.380610e+05	1.712507e+02	7.097693e+00	1.835252e-02	-2.045817e-03	8.668319e-01	6.186005e-01	6.037914e-01	1.007537e-02	-2.271979e-01	-3.260222e-03
