Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
60	7.200057e+04	7.561620e+01	1.248477e+01	-1.959326e-03	-4.707107e-05	6.937354e-01	2.931877e-01	2.820350e-01	9.521488e-03	-4.195020e-02	-1.024584e-03
61	7.200055e+04	7.687666e+01	1.250298e+01	-1.530626e-03	6.822212e-06	6.892233e-01	2.922337e-01	2.812505e-01	9.842128e-03	-4.166438e-02	-1.014982e-03
62	7.189972e+04	7.816975e+01	1.252328e+01	-9.723956e-04	1.551235e-05	6.842549e-01	2.902657e-01	2.774688e-01	1.026008e-02	-4.087823e-02	-1.039401e-03
63	7.189972e+04	7.939858e+01	1.253966e+01	-2.282678e-04	-1.467659e-04	6.798207e-01	2.881883e-01	2.774837e-01	1.057637e-02	-4.068679e-02	-1.074961e-03
65	1.440000e+05	8.125715e+01	1.255831e+01	3.918744e-04	5.270249e-04	6.681108e-01	2.762289e-01	2.699348e-01	1.084332e-02	-3.961483e-02	-1.107207e-03
67	1.440000e+05	8.375500e+01	1.259002e+01	7.534709e-04	-6.682042e-04	6.588326e-01	2.728509e-01	2.664098e-01	1.125474e-02	-3.835647e-02	-1.120636e-03
69	1.440000e+05	8.625465e+01	1.262108e+01	4.613099e-04	5.698100e-04	6.502658e-01	2.692797e-01	2.631812e-01	1.172554e-02	-3.821955e-02	-1.205779e-03
71	1.440000e+05	8.875224e+01	1.264908e+01	-1.072382e-04	-4.998471e-04	6.424540e-01	2.671426e-01	2.608019e-01	1.165052e-02	-3.727599e-02	-1.195708e-03
73	1.440000e+05	9.125868e+01	1.267708e+01	6.118369e-05	4.582214e-04	6.345417e-01	2.646359e-01	2.591049e-01	1.115381e-02	-3.694788e-02	-1.236749e-03
75	1.440000e+05	9.375607e+01	1.270427e+01	2.034228e-03	-4.108071e-04	6.277167e-01	2.617927e-01	2.578605e-01	9.848434e-03	-3.619846e-02	-1.285190e-03
77	1.440000e+05	9.625478e+01	1.273190e+01	5.136848e-03	3.764140e-04	6.219444e-01	2.584962e-01	2.565701e-01	7.806157e-03	-3.575436e-02	-1.363979e-03
79	1.440000e+05	9.875185e+01	1.275839e+01	7.043695e-03	-3.391040e-04	6.161085e-01	2.559432e-01	2.552172e-01	5.618757e-03	-3.506507e-02	-1.338184e-03
81	1.440000e+05	1.012481e+02	1.278391e+01	7.229799e-03	3.073401e-04	6.106341e-01	2.542557e-01	2.534867e-01	3.666302e-03	-3.454256e-02	-1.180126e-03
83	1.440000e+05	1.037451e+02	1.280886e+01	7.134822e-03	-2.749742e-04	6.051493e-01	2.532089e-01	2.514353e-01	2.237614e-03	-3.389513e-02	-1.086087e-03
85	1.440000e+05	1.062434e+02	1.283360e+01	6.462963e-03	2.583538e-04	5.996060e-01	2.525895e-01	2.495968e-01	1.201561e-03	-3.343897e-02	-9.969531e-04
87	1.440000e+05	1.087403e+02	1.285680e+01	5.063657e-03	-2.359811e-04	5.937707e-01	2.525287e-01	2.479913e-01	3.909939e-06	-3.280856e-02	-1.008433e-03
89	1.440000e+05	1.112446e+02	1.288037e+01	3.123819e-03	2.124418e-04	5.882897e-01	2.526971e-01	2.467846e-01	-1.480393e-03	-3.234459e-02	-9.380670e-04
91	1.440000e+05	1.137413e+02	1.290358e+01	7.279869e-04	-1.962897e-04	5.833246e-01	2.531486e-01	2.458056e-01	-2.884982e-03	-3.178393e-02	-8.276227e-04
93	1.440000e+05	1.162395e+02	1.292657e+01	-1.900974e-03	1.804105e-04	5.791549e-01	2.533032e-01	2.446872e-01	-4.024818e-03	-3.140003e-02	-7.579506e-04
